username,content,sentiment
nur_bali,"@mohmahfudmd Salut sama Bapak, sangat berani dan tegas waktu dicecar DPR. Sekalian bongkar yang di Kementerian lain, Pemda, TNI/Polri, dll prof. Biar DPR ga ngira bapak cuma bermaksud nyerang Kemenkeu.",Positif
SolitaireMawar,"@tvOneNews mkin tr buka bau busuk
di kemenkeu..

kok menkeu nya ga mau
mundur ya..
dah jls br salah ga bisa 
mengawasi kelakuan 
bawahan nya yg salah dlm
mrngelola keuangan milik
ngr",Negatif
KelinciPaskah,"@itsdioandn Kasian Sri Mulyani. Dah capek2 berusaha mengubah Kemenkeu, bawahannya pada licin2.",Negatif
KelinciPaskah,"@itsdioandn Maksudku, kan katanya Kemenkeu ni dah ada reformasi something gitu gara2 jelek banget namanya waktu kasus Gayus. Ternyata ya sama aja",Negatif
kucingregal,"@tvOneNews kemenkeu, K stand for Korupsi",Negatif
Miftah79066543,"@mohmahfudmd Ini terkonfirmasi ya dugaan korupsi di kemenkeu 35T, jadi selama ini uang digunakan dg hati2 dan pruden seperti kata @prastow jauh panggang dari api ya.",Negatif
Rizal1518640911,@Migran_TV_7777 @KemenkeuRI @kring_pajak @DitjenPajakRI @pajakpmb @beacukaiRI @prastow @jokowi Coba bandingkan gaji pns baru masuk kemenkeu dengan gaji guru2 yg tlah mengajar 30 tahun lae,Negatif
SinagaYusal1,"@BennyHarmanID Segera kan pansus pak Ben , agar terbongkar dan terungkap Mega Skandal di Kemenkeu RI ini, sejarah akan mencatatnya .",Positif
DzikraAthaullah,@prastow @mohmahfudmd ini berarti data sebelum nya memang belum di rekonsiliasi antara PPATK dan kemenkeu.,Positif
ekoharijiancuk,"@__AnakKolong Kamu salah besar,... Yg gak kenal @mohmahfudmd mengira ada ketidakcocokan dg SMI, bahasanya emang begitu arek ArudaM asli, to the point, liat ajah anggota bandit2 berdasi gayanya cool pdhl asli perampok cukup 30menit terkapar tak berdaya, yg brengsek itu semua jajaran Kemenkeu.",Negatif
humanitystrive,"@prastow Yg aneh koq kemenkeu bisa kalah kl jelas2 barang yg dieksport ingot, aneh kan?",Negatif
Rikcy68560101,"@prastow @MasriTajuddin Biasa mau cari pembanaran untuk melawan kebenaran kan lembaga paling suci di kemenkeu orang2 nya pun bersih kayak RAT, hebat kemenkeu sekarang yang Bu menterinya dapat penghargaan dari mana2 eh rumah nya banyak tikus nya dan sesama tikus saling melindungi.",Negatif
agungtrisono1,"@mohmahfudmd Semangat Pak... Memang sekarang ini paling miris saya melihat, disaat rakyat semakin susah dan semakin miskin, banyak pejabat yg memamerkan kekayaan dan hidup hedon, setelah kemenkeu kayaknya ke***kes pas zaman covid kemarin sepertinya banyak uang panas yg jadi bancakan.",Positif
bukantuti,"@prastow @mohmahfudmd Kata SMI : ""jadi yg betul2 terkait dengan pegawai kemenkeu 3,3 Trilyun"". Klo saya lebih percaya data prof Mahfud.",Positif
DedyPitopang,"@Migran_TV_7777 @KemenkeuRI @kring_pajak @DitjenPajakRI @pajakpmb @beacukaiRI @prastow @jokowi Pdhl gaji PNS tak seberapa dengan pegawai Kemenkeu, belum lagi Korupnya!
Persetan dgn kau Sri sang Betina!",Negatif
Mhaef2,@MataNajwa najis haram jadah. semoga DPR kena azab sebagaimana institusi polri dan kemenkeu yg kejadian belakangan ini aamiin,Negatif
merapi111,@CNNIndonesia Cukup ganti dr uang transaksi keuangan mencurigakan di Kemenkeu. Masih sisa banyak.,Negatif
nanastandhere,"@RandomWorldWar maaf melenceng, min
Pak @mohmahfudmd bilang ada temuan penyelewengan dana Rp.349T di Kemenkeu, nah misal tuh duit buat jajan alusista TNI, bisa dapet banyak macem gak?",Negatif
isais2020,@mohmahfudmd Ini di kemenkeu ya pak...terus gimana di departemen yg lainnya ya ? Yg kata bapak lihat keudara ...ke laut...ke darat...sebenar nya negara kita negara kaya ya pak ga perlu tuh utang2an....dan kami sebagai rakyat kecil ga susah2 amat dalam memenuhi kebutuhan hidup sehari2.......,Negatif
RobTanjung,"@mohmahfudmd Artinya.. siap² rekrutmen besar²an pimpinan dan staf senior DJP, DBC, dan lain² di Kemenkeu?🤔",Negatif
WatchPms,"@mohmahfudmd Artinya informasi ppatk ke kemenkeu, tidak sampe ke menteri atau, sampe cuma didiiemkan saja...",Negatif
LuffyKiddLaw,"@mohmahfudmd Kemarin dengan serampangan Bapak bilang data Kemenkeu TIDAK BERDASARKAN FAKTA!

Bapak bilang juga Sri Mulyani dibohongi sama anak buahnya.
Mana buktinya?",Negatif
tethadam1010,"Trus siapa itu yg konpers,wamen keu?gw nonton sedikit,dia bilang 35T itu dia break down,surat ygbke aph brp 22T gua lupa,yg ke kemenkeu sisa nya? Msk akal gak ppatk ksi surat ada transaksi mencurigakan triliunan,ke inspek jend atau misal ke kpk,gak dikabarin SM? @BennyHarmanID",Negatif
Fadlipenyair,@mohmahfudmd Penjelasan yg dimaksud itu sperti apa Prof!  Apakah nanti penjelasaannya melalui RDP lg dgn komisi 3 @DPR_RI @PPATK @kemenkeu secara LIVE atau langsung bikin pansus/angket atau gmna Prof?.tindak lanjutnya sperti apa(penegakkan hukumnya)?🤔😁,Negatif
lieutjendw,"@mohmahfudmd Prof. Dugaan korupsi di Kemenkeu 35 T?
speechless...",Negatif
papoy_aito,@prastow @mohmahfudmd Yang dikirim ke Kemenkeu perlu dibreakdown mas.. apakah itu inquiry (Kemenkeu minta data ke PPATK dan kemudian dijawab PPATK) atau proaktif (atas inisiatif PPATK),Positif
yuliasty277,"@StefanAntonio__ @hmaspoldasumbar @ListyoSigitP Kdg gw bngung, yg bermasalah kemenkeu, DJP, Bea Cukai, tp mngapa yg diserang Pak Jokowi, bukankah mereka2 di bayar mahal sbg pembantu Presiden??? Pak jokowi mana tau ada tikus2 di instansi tsb krn apa??? Krn beliau percaya sama pembantunya, tp pembantunya berkhianat, gmn dong",Negatif
rangkutifuat,"@keuangannews_id Saya lebih berbahagia seandainya pak @jokowi mengucapkan kekecewaan atas kasus pencucian uang Rp. 349T di Kemenkeu.

Ini sangat penting, kalau sepakbola tinggal perbaiki infrastruktur, keamanan dan liga sepakbola Indonesia.",Positif
pnc_pjtn,@mazzini_gsp Otw kemenkeu,Positif
Daniel13666,@mohmahfudmd berarti pengawasan internal Kemenkeu kurang donk pak sampai ada aliran dana tidak jelas bisa lolos orang ke tiga di kemenkeu bisa import emas 🤔,Negatif
afakhrik,"@KemenkeuRI Nih dengar ya:
Yang penting itu pegawai kemenkeu yang terima suap &amp; tajir ga wajar langsung dihukum penjara seumur hidup &amp; dimiskinkan",Negatif
yuliasty277,"@Tan_Mar3M Gw penasaran siapa dalang yg mencoba pengalihan isu dg membesar2kan kegagalan jd tuan rumah piala dunia U20?? Kegagalan hal yg biasa, terlebih Indonesia jg blm prnah masuk Piala Dunia 4 thunan. Sbnrnya Apa yg mau d tutup2i?? Kasus kemenkeu kah?",Negatif
raja1dk,@prastow @mohmahfudmd Tukin kemenkeu d samakan aja ama ASN K/L lain,Negatif
afakhrik,"@prastow Bukan begini, prestasi itu kalo kemenkeu jeblosin pegawai sendiri yang terima suap ke penjara. Kayak Rafael itu lho. Bukan nangkepin pengusaha.",Negatif
Tahu_Isi_,@SmgMenfess2 Anake pegawe djp nek rak kemenkeu,Negatif
_haye_,"@panca66 Kalau begitu kejadiannya, maka jelas ada manipulasi atas data PPATK dalam birokrasi Kemenkeu, yg kemudian disajikan Bu Menteri di Komisi XI. 

Harus dipidana itu orangnya.",Negatif
achmadishaq99,@CNNIndonesia Perbaiki dulu kesenjangan tukin antara pegawai kemenkeu dengan yang nonkemenkeu. Jomplang banget bedanya.,Negatif
wahyuyu06303801,@mohmahfudmd copot kemenkeu dan adili demi tegaknya hukum.,Negatif
JanrohituJan,"@democrazymedia bukanlah kebobrokan Kemenkeu terjadi diera Soeharto...?
netizen ingin mendengar Fuad Bawasier bongkar kebobrokan kemenkeu era Soeharto dimana beliau adalah bagian dari ""ANTEK2 ORBA""...!",Negatif
UsodoWiro,BUMN saja tertarik investasi bodong ternak Arwana.... Kemenkeu nggak tertarik ya ??? Kenapa ??? Transaksi apa ya ??? 😂😂😂,Negatif
AntiPekines,@Ndons_Back Fakta realita.bahkan di data resmi kemenkeu yg di rilis bisa dilihat kok.problematika ini tentu tidak lepas dari kemendagri kan hehehe,Negatif
dodzilla76,"@prastow @mohmahfudmd Yang masih jadi pertinyiin kaka Rafa untuk Kemenkeu, kenapa surat penting dari PPATK bisa ga sampai ke Menkeu ya? Dipotong ditemgaj jalan. Kalau Kabag Persuratan-nya kaka Rafa ga mungkin bisa seperti ini...",Negatif
jambumente_,"@roy_pasha @MuhammadIlhamG Gak cuman kemenkeu yg gituuu maliih, kementa juga gitu. Kalau gak pke seragam sesuai ketentuan aja juga dipotong tukinnya. Cari tau dulu deh instansi lain gmn 😂",Negatif
antikonsultanpr,"@prastow @mohmahfudmd Ya 35 T ya yg terkait pegawai kemenkeu, bukan 3,3 T clear!!",Negatif
obebabeh,"@mohmahfudmd Pak kalo bolehtau,, kan korupsi di kemenkeu tdk bnyk yg menyoroti biasanya lngsng ke oknum di direktoratnya,, knp skrg kepikiran utk bongkar scr keseluruhan di kementriannya ?? Kalau spt ini tentunya kemenkeu yg hrs bertanggung jawab kan yaa",Positif
J0yoWi,"@prastow Intinya memang sulit mengembangkan kasus TPPU, sebetulnya gak usah mbulet fokus di perbedaan angka dulu antara kemenkeu &amp; PPATK, harus ada UU yg memudahkan penindakannya ITU YG LEBIH PENTING🙏",Negatif
Hashas_TM81,"@prastow Yg spt itu nggk cukup hanya dijelaskan!!
Kemenkeu 300 T
Bea cukai
Skrng ekspor

Wajib utk diaudit atau dibentuk Pansus......

Kalo semua selesai cukup dgn penjelasan, ancor negri ini pak.

Kalo tdk ada soal, harusnya nggk takut dan justru ikut mendorong agar tdk terjadi fitnah.",Negatif
Gozo0405,"@mohmahfudmd Digaris bawahi..

((Dugaan Korupsi di Kemenkeu bukan 3,3 T tapi 35 T))

Sebaiknya Kemenkeu proaktif menindak lanjuti temuan dugaan ini, bukan selalu klarifikasi merasa bersih dan benar dengan bumbu pencapaian2.",Negatif
sigittricahyono,@prastow @mohmahfudmd Semoga jadi moment kemenkeu bersih2 internal. Jgn lupa jaman digital semua jadi sorotan publik. Ditunggu aksi bersih2nya menyeluruh bukan hanya case yg viral,Positif
david_gliath,"@mohmahfudmd Fix yah dugaan Korupsi di Kemenkeu 35 Trliun, edan",Negatif
mallika2301,"@prastow @mohmahfudmd Buanyak skli pegawai kemenkeu yg terlibàt, ngeri",Negatif
Jogja_Menyapa,@mohmahfudmd Berarti selama ini Kemenkeu Menutup nutupi Dong Prof... 😆😆😆🤭🤭🤭,Negatif
SinagaYusal1,"@hc_poirot Mundurlah Menkeu SM, anda tidak bisa menjaga Marwah Kemenkeu RI, banyak tikus di lumbung padi.",Negatif
ChoirulAnwar999,"@mohmahfudmd Kawal terus Prof.! Jaga Integritas Anda!
Uang itu uang rakyat dan tidak sedikit. Rakyat menghendaki Skandal di Kemenkeu itu TUNTAS, apapun dampaknya.

... kalau DPR ikut menutup-nutupi, PASTI rakyat akan marah.
Kedaulatan tertinggi di tangan rakyat. 

... Suara Rakyat Jelita.",Positif
roy_pasha,"@MuhammadIlhamG Sebagai lecturer, anda bisa research kecil2an hubungan antara remunerasi, reformasi birokrasi, transformasi kelembagaan, dan Tukin tentunya. Utk Kemenkeu gak susah ko nyarinya, semua terpampang di dunia maya. Bisa dimulai dr sana br diskusi ini bisa nyambung.",Positif
Javras1,"@itsamareguzel Nggak masalah uang melayang untuk persiapan Piala dunia U 20 , Uangnya Pegawai pajak si R khan banyak , Belum lagi Transaksi di Kemenkeu kan lumayan.",Negatif
SinagaYusal1,"@mohmahfudmd Usut tuntas Mega Skandal di Kemenkeu RI, ini akan menjadi catatan sejarah terbesar abad ini di RI....prof Mahfud MD akan mengukir sejarah kalau ini terbongkar kelak.",Positif
adietz_Edogawa,"@mohmahfudmd Padahal bukan jobdes nya bapak lho, tapi mau bantu2 kemenkeu buat Bersih2",Positif
calvienofficial,"@panca66 ekonomi indonesia tidak pasti, tapi ekonomi pegawai kemenkeu pasti dong ? chuaaaakkksss",Negatif
AntiPekines,Data pegawai yg masuk ke kemenkeu masih tdk tertata.bahkan data double dengan nama berbeda namun rekening sama pun banyak.bahkan ktp berbeda foto sama pun banyak.bahkan keluarga pejabat masih sekolah dapat gaji pun banyak.ini hrs di benarkan terlebih dahulu.benci boleh tp jgn oon,Negatif
AntiPekines,"Untuk masalah berita soal THR diberikan setelah idulfitri,kali ini denbagus lurah membenarkan sikap kemenkeu&amp;mendukung nya.walau denbagus juga bongkar busuk nya SMI.pasal nya data yg masuk ke kemenkeu masih berupa markup dari berbagaimacam daerah.jd harus di benarkan.butuh waktu",Positif
safar_smtp,"@mohmahfudmd 349 T Prof, nanti dipersoalkan orang orang Kemenkeu Prof.",Positif
jamesuaj,"@mohmahfudmd KEMENKEU ITU BAGIAN DARI PEMERINTAH, TERMASUK MENKOPOLHUKAM. MEREKA MAU BERSIH-BERSIH. SEPERTINYA YANG KOTOR ITU BUKAN DI PEMERINTAH. RAKYAT BERSAMA PRES. JOKOWI SIAP MEMBANTU MEMBERSIHKAN KOTORAN INI PAK MAHFUD.",Positif
MuhammadIlhamG,"@roy_pasha Kita nih lama di PTN BLU om. Pertanyaan saya, mana Satker Kemenkeu yg terapkan Remun?, lalu Mana yg Tukin?. Lalu yg Tukin knp jauuh lbh tinggi dr yg KL lain. Pertanyaan saya itu, apa dasarnya Tukinnya jauh lebih tinggi?",Positif
Elmaratians,"@prastow Pointnya itu 349 T dengan 419 pegawai Kemenkeu, bukan Microsoft Excelnya",Negatif
Abu_Misda,"@asboediono_id Kemenkeu : ""yang lain juga main kok, blm terungkap aja""",Negatif
hadi_plm,@tvOneNews Kemenkeu emang TOP nggak ada matinya..,Negatif
adyul93,@prastow 491 pegawai kemenkeu bener berarti,Positif
txtdrwumbo,"@investorgabut @hrdbacot Kemenkeu logic emang agak wadidaw, katanya penerimaan pajak di atas target tapi thr pns cuma 50% tukin dan honorer ga dapet karena keuangan negara dalam kondisi tidak baik 🤣",Negatif
parlin1305,@prastow Nah sekarang benahi lah teman teman Bapak di kemenkeu sehingga para wajib pajak percaya dan ikhlas bahwa uang pajak mereka digunakan untuk kemakmuran bangsa bukan kemakmuran pejabat.,Positif
_haye_,"Kemarin DPR lantang sekali bilang mengungumkan data PPATK itu diancam pidana. 

Nah ini di Kemenkeu jelas ada yg menyetel ulang pie chart yg disajikan ke DPR. 

Gimana kalau serius dipidanakan saja Pak? Biar kapok, ngurus anggaran kok manipulasi data ke DPR?",Negatif
_haye_,"Sedangkan di Komisi XI, Bu SMI meyakinkan sekali, “korporasi dan pihak lain yang tidak ada hubungannya dengan pegawai Kemenkeu.” 

Disetel jadi 3,3T. 

Trus dibilang ini konversi pie chart gimana sih? Yang bego siapa?",Negatif
_haye_,"PPATK jelas: 22 Trilyun adalah transaksi melibatkan Pegawai Kemenkeu dan entitas terkait, ada keluarga dan perusahaan cangkang, “yang tidak terpisahkan.”

Ditambah 13T yg sama melibatkan pegawai, tapi diserahkan ke APH. 

Totalnya 35 Trilyun.",Negatif
SumediTanjung,"@asboediono_id Pencucian Uang 491 pegawai Kemenkeu harus bertanggung jawab semua itu merupakan Uang Negara, harus melalui proses hukum tidak pandang siapa pun orangnya urusan KPK kalau terbukti kandangin.",Negatif
teripeyekteri,@Tjel0up sisane gae tuku rubicon wong kemenkeu,Negatif
paguphon,"@prastow Anda deket dengan kemenkeu, usulin dong tuh ada sekolah negeri yang gak bisa bayar listrik sampai dicabut soalnya muridnya dikit gak cukup buat gaji guru honorer yang PNS dikit. Ini amanat UUD lho",Negatif
NdoBos_,"@prastow ""surat yang terkait dengan pegawai Kemenkeu sebanyak 491 orang""

Weewww...",Negatif
GKetebak,"@Umbisabar @AgusSiswanto789 @CNNIndonesia Yg bilang 58 juta siapa? Kan disana udh ditulis dirjen nya. Yg gua bilang tunjangan pegawai kemenkeu lebih besar dri pegawai lain.. Dan syukurnya walopun tunjangan kita ga sebesar kalian, tapi masih bisa mudik, walopun beda pulau..",Negatif
Promosi22096333,"@OposisiCerdas Jgn takut diganti pak, bongkar terus pak muak lihat menkeu kontol subsidi dihapus alasan uang apbn tdk cukup tp ternyata di kemenkeu terjadi pencucian uang emang menkeu kontol lbh hina dr lonte",Positif
alin_raihani,"@prastow Udah jelas ada oerbedaan spt yg diaampaikan mahfud kemaren, kok  si om makin ngeyel ..bahkan secra terang benderang mahfud  bilang kl tidak ada tindak lanjut dari pihak kemenkeu terkait aliran mencurigakan dari duit 189 T kecuali hanya nambahin pajak",Negatif
_haye_,"Ini kan ngawur kebangetan. Menko Mahfud saja mengungumkan data kemudian diancam ancam pidana. 

Siapa di Kemenkeu yang punya kewenangan menyetel ulang klasifikasi data dan mengungumkan ke DPR dengan perhitungan berbeda? 

Kok gendheng bicara pie chart dikira Negara ga lulus SD.",Negatif
_haye_,"Produk PPATK itu perintah Undang Undang, dilindungi Undang Undang, dan merupakan indikasi awal tindak pidana yg datang dari Laporan Hasil Analisis. 

Siapa pejabat di Kemenkeu yg punya kewenangan “menyetel sedikit klasifikasi” data dari PPATK untuk paparan Bu Menteri ke DPR?",Negatif
_haye_,"Bisa dilihat dari slide dan juga mendengar keterangan verbal Bu Menteri, yg terjadi bukan sekadar konversi grafik dari tabel ke pie chart, atau klasifikasi disetel sedikit. 

Menyampaikan data 3,3T sebagai seakan akan total, dan sisanya tidak terkait Kemenkeu jelas mengelabui.",Negatif
_haye_,"Data asli PPATK jelas mencantumkan 35T. Selisih 13T, laporan yg diserahkan ke APH — tetapi terkait Pegawai Kemenkeu. 

22T merupakan korporasi terafiliasi, perusahaan cangkang Pegawai Kemenkeu. 3,3T yg spesifik terkait individu. 

Menurut PPATK jelas, tidak terpisahkan.",Negatif
Babamovic,"@prastow Versi awal Bu SMI info di RDP klo yg terkait Kemenkeu itu hanya 3,3T, dibantah sm Prof Mahfud di RDP menjadi 35,5T dan akhirnya dikoreksi lg jd 22T oleh Wamenkeu. Kira2 kebodohannya ada dimana ya Om Pras ? Klo nanti dibantah lg sm Pak Menko, jgn2 dikoreksi lg 🤦‍♂️😱",Negatif
almascatie,@_haye_ kalo ga nonton itu rapat emang pusing. dengar penjelasan menko dan ppatk ya clear. skr tinggal dri kemenkeu,Negatif
SinagaYusal1,"@ipeh_tetapnganu @DPR_RI Mundur aja Bu SM ini, Kemenkeu RI sarang tikus belum bisa di benahi sampe sekarang.",Negatif
Bambangelf,"@AryBandung @sekar_malam Kalo mau numpang nyuci piring, kirim saja ke Kemenkeu.",Positif
NorthPapua2021,"@rioraidewek_77 @pejabrut @gundala2221 @fafifu_23 @ASN_irlandia @pns_hepi Betul, kerja ASN minim prestasi. Kecuali ASN pajak dan kemenkeu 😂😂😂",Positif
MrPrasetia,Udah pecat aja yang korupsi di kemenkeu terus ganti sama kami-kami yang belum kerja gini ada nya regenerasi yang baru untuk menghilangkan korupsi kedepan nya😉,Negatif
ngabdirojo,@tempodotco Itjen kemenkeu wajib di periksa .,Positif
usaid90yahoocoi,@Tan_Mar3M udah...lupain..pildun 20..concern aja ke 349.T..Dan beberapa kasus...  Freud..Bribery..di beberapa  kementrian ....kemenkeu...ESDM...PUPR..DAN BANYAK LAGI ...BONGKAR,Negatif
JurnalAspirasi,"@geloraco Semua pejabat Kemenkeu, termasuk SMI , seharusnya sdh bisa ditangkap,kt @geloraco. Sebenarnya kasus pidana ini sdh terang benderang, &amp; jelas. Hal ini dibuktikan, bgmna SMI ingin menutup2i, tp tak bisa, krn sdh jd perhatian publik. Ditangkapnya SMI, setdknya menjadi langkah besar.",Positif
bagas462697,@Mukidi_alNgibul Sangat kental DPR seperti melindungi ketidak jelasan uang di Kemenkeu,Negatif
scsuroso,"@kumparan Rakyat percaya pak mahfud,melihat kasus  pegawai dirjen pajak dan bea cukai yg viral sulit dikatakan klo kemenkeu ga berbohong",Positif
pulsegopilot,"@HermesWijaya @PNS_Garis_Lucu Nanti kalo ane tunjukin tukin bapenda madiun pada kaget kalian, lemda dki dan kemenkeu keliatan jelata banget. Fyi, 2d di Bapenda Madiun ,30jtan, murni tukin 😂😂😂😂",Negatif
BimoTjontong,@CNNIndonesia Ya buka semua pejabat kemenkeu yg menjadi circlemu.,Positif
mana_buktinya,"@_haye_ @KemenkeuRI Mungkin Kemenkeu msh  terguncang sama nyali @mohmahfudmd blak-blakan di DPR. Oh, tapi tergantung atasan SMI sih; klo beneran Jokowi gk suka menteri berisik, Kemenkeu tentunya beruntung (dan bakalan pura-pura mati dulu) krn Mahfud bakalan dipecat Jokowi, spt ancaman Johan Budi.",Positif
idunbintang3,"@SiaranBolaLive Pejabat pejabatnya suka pengalihan isu slurr, ada isu kasus besar skandal di internal kemenkeu 😃. kebetulan penolakan Israel diolah isu, kan kemungkinan",Negatif
Ismail90264706,@keuangannews_id Kalau PNS nya kemenkeu dan DJP mending gak usah pake THR dan Gaji 13 sbb Tukin nya aja dah lebih lebih bu..,Negatif
adjhiemurwo,"@KemenkeuRI Yang kebaca dari akun ini ""Uang kita KemenkeuRI"", kenapa ga coba bikin nickname yg lebih baik sih?, konotasinya yg terbentuk saat ini kan +300T itu uangnya Kemenkeu 🥺🥺🥺",Negatif
benfiaza,"@prastow @PNS_Ababil Pak apa alasan pegawai kemenkeu korupsi kalo bukan keserakahan? Hidup nyari apa sih, tukin udah paling gede juga. Geram kami pak lihatnya",Negatif
_haye_,"Sekarang gw jadi beneran pengen tau, berapa banyak kira kira perdagangan dolar tunai yg dilakukan lewat money changer/perusahaan jasa yg sudah berstatus diawasi PPATK? Berapa banyak yg terkait dalam TPPU di Kemenkeu? Ada yg di Bank Indonesia juga gak? 

🤓",Positif
kopie_ko,"Kuis Family 100

Kami telah menyurvei 100 orang di Indonesia. 

Pertanyaannya adalah: ""Siapakah artis berinisial R yang terlibat kasus Tindakan Pidana Pencucian Uang di Kemenkeu?""",Positif
PPIDKemenkeu,Apakah #Temantransparansi berminat shalat tarawih di Mesjid Istiqlal? 🕌,Positif
MLazuard,"Mahfud mengatakan PPATK telah melaporkan transaksi janggal ke Kemenkeu sejak 2017. Namun sayangnya, akses Sri Mulyani terhadap temuan itu ditutupi anak buahnya sendiri. Laporan itu ternyata tak sampai ke tangan Sri Mulyani hingga 2020. / #...",Positif
Riza_pratama_,@keuangannews_id Kondisi ekonomi yang porak poranda karena ulah oknum KEMENKEU sendiri,Negatif
MSaleh03055845,Prof Mahfud MD Bongkar Aib Kemenkeu Arteria Tutup Aib DPR,Negatif
d2sptr,@iindrianto66 @__AnakKolong Former Managing Director World Bank kelabakan jg ya ngadepin tikus2 di Kemenkeu🙂,Negatif
missdiah2,"@tawajkt Bu Sri, dosamu tambah banyak nanti.
Sudah mendiamkan anak buah, menyaksikan, menikmati, membela mati2an, menunda hak PNS pula. 

Kalo kuli pabrik digituin, udh demo besar-besaran..Bu!
Kapan mau mundur , Bu?
Masa ga ada mampu membenahi Kemenkeu.",Negatif
MrTe9uh,"@__AnakKolong Lho kok SMI? Memang yakin di lingkup Kemenkeu gak ada Rafael 2 lain?  RAT, Itu yg harus di tindak!",Negatif
kucinggembul05,"@worksfess Duit yg dikorupsi aplgi di KEMENKEU itu duit klen woyyy.. Do'ain aja itu org2 yg korupsi biar dimiskinkan, hartanya ga barokah. Dan buat yg honorer semoga dibukakan pintu rejeki mana aja, termasuk dri usaha sndiri ataupun dri org baik lainnya. Aamiin.",Negatif
celuteh,"@MMisbakhun @PNS_Ababil @KemenkeuRI Kewenangan kemenkeu sudah terlalu jumbo dan over capacity. Efektifnya pengelolaan keuangan yaitu penerimaan dan pengeluaran dipisahkan tidak dalam satu tubuh. Tapi menkeu dan kemenkeu tetap kekeh bisa menghandle semuanya, padahal SPI utk seluruh Es.1 saja tdk berjalan dengan baik",Positif
Amma03231815,@prastow Kalau target achieve kenapa THR PNS pada disunat ya??? oiya cuma kemenkeu doang yg bonusnya gede yg lain jgn iri 😂wokwokwok,Negatif
HarnoJk,"@__AnakKolong Tidak ada istilah tikam menikam.. 

Proses tindak lanjut dari surat menyurat PPATK dan Kemenkeu itulah masalahnya. 
PPATK merasa kasusnya pencucian uang, Kemenkeu memproses penggelapan Pajak.
Inilah yg mau di rekonstruksi ulang sama Pak GBH. Ingat DPJ dan BC adalah sarang oknum.",Negatif
rinaldialamsya5,@prastow Sebetulnya hegemoni kalau petinggi di kantor pajak itu pasti kaya raya dari dulu sampai sekarang itu yg harus direformasi total oleh kemenkeu saat ini,Negatif
spesiallsambat,"@kpertiwi29 Solusinya hanya 1, jadi pegawai kemenkeu",Positif
DewiSriAshari1,"Mahfud mengatakan PPATK telah melaporkan transaksi janggal ke Kemenkeu sejak 2017. Namun sayangnya, akses Sri Mulyani terhadap temuan itu ditutupi anak buahnya sendiri. Laporan itu ternyata tak sampai ke tangan Sri Mulyani hingga 2020. / #...",Positif
nordravxn,Oh yg duitnya 50% mungkin masih nyangkut di skandal 300T Kemenkeu,Negatif
bazkoro,Kalian udah mute kata ‘kemenkeu’ sama ‘pajak’ belum?,Negatif
duwiantoo,"@logikapolitikid Klo 1 pegawai Kemenkeu aja seperti ini, rasanya masuk akal klo transaksi mencurigakan di Kemenkeu  mencapai 349T.",Negatif
auliamed,"@hc_poirot Sri mulyani BUKAN MENTERI TERBAIK.. DGN KEBOBROKAN ANAK BUAH NYA YG BERPRILAKU KORUPSI TP SRI MULYANI TDK MAMPU MEMIMPIN KEMENKEU DGN BERSIH.. BANK DUNIA DAN IMF MALU LIHAT PRILAKU SRI MULYANI , PANTES DI SEBUT RATU HUTANG TERBAIK DUNIA",Negatif
Ugi7498,@Mukidi_alNgibul Pasti masih dapat. Krn kemenkeu adalah kementrian idola Jokowi .,Positif
Jamal_El_Lail86,@BosPurwa Yessss akhirnya ada penerimaan CPNS baru di Kemenkeu 🤭 akhirnya tersedia 491 lowongan pekerjaan baru,Negatif
Budionotaslim3,"@panca66 Coba bu dr pd eker2an dg DPR,katanya ada uang Rp349T&amp;ada lg TPPU yg dilakukan 491 oknum kemenkeu katanya sebesar Rp189T itu keluarkan saja unt kemaslahatan para pangsiunan dan rakyat kecil,takutnya klo dikembalikan ke negara bs loh malah jd rayahan rame2 pikir mrk rzk nomplok,uhh",Negatif
zoelf1k4r,@BennyHarmanID Sebelum semua ini jelas di pengadilan maka kami anggap kemenkeu dpr kpk adalah sarang pencuri,Negatif
BurhanudinBf,@prastow Semoga Pansus 349 T segera terbentuk. Agar kasus di kemenkeu dapat terungkap. Masyarakat monitor!,Positif
wrahardian2,"@__AnakKolong baiknya jangan Kemenkeu yg investigasi krn bisa dicurigi ada unsur perkoncoan saling melindungi, agar adil  biarkan PPATK, Kejagung, Polri, dan unsur2 masyarakat spt KNPI, NU, Muhammadiyah, ICW yg diikutkan investigasi shg didapat data yg akurat.",Positif
GarfieldMonk23,@asumsico Apakah ini pengalihan kasus supaya masyarakat tidak merecoki DJP dan Kemenkeu lagi? Wkwkwk 🤭🤣🤣🙏👍,Negatif
taliwang98,@prastow Dapet bonus ga PNS Kemenkeu kalau pelaporan melebihi target?,Negatif
CrushHopeless1,@JogeloJomrono @keuangannews_id @kemenkeu @DitjenPajakRI @ditjenbeacukai Nah betul,Positif
DJPb_Kemenkeu,"Gimana? keren-keren kan Reels-nya. Siapa ya yang jadi juaranya?

#DJPbHAnDAL #HariBaktiPerbendaharaan19 #lombamedsoshbp19 #UMKM #UMKMNaikKelas",Positif
