userName,score,content,at
Irfansayifin syaib58,3,Tolong di perbaiki lagi saya mau TF tiba tiba simbolnya merah terus tdk mau berubah hijau sudah pake WiFi kouta tetap merah menjengkelkan terpaksa ke ATM lagi,2023-03-21 23:21:59
Dherry Febry,1,Parah mau registrasi ulang gk bisa bisa malah pulsa abis,2023-03-21 23:20:31
Muhammad Ismar,3,"Knpa sih min stiap pindah handphone ingin menggunakan mbanking harus verifikasi ulang, malah gagal mlu padahal data diri sudah benar",2023-03-21 23:12:00
Taufik Kechil,1,Kenapa saya gak bisa masuk m BCA katanya kartu simnya padahal kartu SIM gak dipindah2,2023-03-21 22:45:36
Babai Ksjsjs,5,Bisa nabung nih klo ada ini,2023-03-21 22:17:57
Muhamad Takhrudin,5,Selama ini apl paling bagus yang saya pakai..tp coba update berikutnya bisa buka aplikasi dgn sidik jari.,2023-03-21 22:06:04
Arwan Tan,1,Kenap belakangan saya masuk dan keluar lagi ya. Kok jadi banyak masalah ?,2023-03-21 21:58:33
ARI Prasetyo,5,Lancar,2023-03-21 21:42:30
dian herdiana,1,Udah hampir habis pulsa tetep aja gak bisa,2023-03-21 21:10:58
Chalud 86,2,Susah untuk perifikasi.... Bikin oleeeng kepala.... Kg segampang dullu.....,2023-03-21 20:51:03
Syarqowi Alfaqir,5,Sangat memudahkan bagi penggunanya tapi sekarang kok gak bisa buat transfer atau virtual akun.,2023-03-21 20:38:03
Jejen Zaenal,5,Segera pinjam bunganya kecil,2023-03-21 20:27:07
Rahma Safitry,1,Parah gabisa² mau bikin rekening disini Udah ngabisin pulsa banyak tetep gabisa juga Kesel 😒😌,2023-03-21 20:19:38
Ganjar Firdaus,5,Semakin mudah terimakasih BCA,2023-03-21 20:13:07
Thyo Shanty,5,Aku suka apk nya bgus 👍👍👍,2023-03-21 19:19:25
feb ismail,1,"NYUSAHIN, NGERIBETIN. KALO BELOM SIAP NGADAIN SISTEM VERMUK, NGAPAIN DI ADAIN. MAU VERMUK GAGAL MULU, MUKANYA HARUS 10000% SAMA GITU? EMANG UMUR ORANG GAK SEMAKIN MENUA?",2023-03-21 19:02:05
Tini Nasa,5,Puas banget,2023-03-21 18:42:04
Movie Official,1,"Sistemnya kurang normal , saat verifikasi ganti hp gx berhasil mentok setelah foto ktp dan foto selfi selalu gagal .. semoga segera diperbaiki ... Mbangking jadi gx bisa digunakan :(",2023-03-21 18:32:45
Agung Saryono,4,Z..jc: ×?'1 e,2023-03-21 18:21:19
Marwani marjan,5,Keren lah...,2023-03-21 18:11:22
tansia wardani,1,Tau kayak gini aplikasinya mendingan saya pindah bank lain aja veritifikasi setiap masuk BCA mobile siklus kyk gitu turus klik m bca- syarat ketentuan- numer kartu- kode akes- setelah sudah terdaftar kembali semula eh malah muncul lagi syarat kententuan adeh g mn sih,2023-03-21 18:10:40
Ilyas Rizky,5,Saya GK bisa login tolong BCA pulsa uadah abis 10k aduh😭,2023-03-21 17:58:02
Ndang Suherman2102,2,"Parah verifikasi udah 10 kali,padahal sinyal bagus",2023-03-21 17:38:50
Bamzz Ongot,5,Terima kasih banyak atas kenyamanan dan fasilitas fitur mudah di pahami 🙏,2023-03-21 17:26:32
Azilan Azilan,1,"Iya nie gimana ,yaa ,sy udah berkali "" downlod ,pengen liyat rekening ,padahal kata sandi benar kenapa gk bisa buka",2023-03-21 17:19:37
Pengguna Google,1,Wajah tidak kebaca,2023-03-21 17:19:26
Hendry Suhardiman,5,pembayaran dimanapun kapanpun mudah dengan adanya BCA mobile,2023-03-21 17:14:55
Indah Evalia,1,Kenapa mbanking sekarang susah banget ya pakai vertifikasi wajah gagal terus dulu gak ada vertifikasi cepat kelamaan ulang lagi ada jg pulsa habis,2023-03-21 17:04:35
Bambang Sri Mulia Nst,1,Makin hancur apklikasinya. Mending pakai bank lain.. kecewa sama aplikasi BCA ini 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,2023-03-21 17:00:57
Sri Tahyanti,1,"Kirain cuman saya yng gk bisa verifikasi wajah, ternyata banyak yang mengeluh, makin gk jelas mbca",2023-03-21 16:49:14
Noviana Sandra Debbie,2,"Udah 2 hari mau verifikasi aja susah bgt. Udah nyoba di pagi, siang, sore, malam ga pernah bisa. Di update malah jadi nyusahin ya",2023-03-21 16:45:45
Rena Lailatus,2,"Kenapa belum ada sebulan sudah d potong 30 rbu yaa ,, padahal saya tidak mencet apa* , kmaren pas saya lihat 159 rb tapi pas tadi mau saya tranfer jadi brkurang tinggal 145 rbu mohon penjelasannya yaa seklipun hanya 10 rb rupiah tapi itu berguna terimakasih",2023-03-21 16:38:37
Fuji Nagato,1,Payah ah verivikasi gagal trus.. apakah ada perbaikan ga untuk hal ini.. klo ga ada perbaikan ga ada kemajuan aplikasi nya,2023-03-21 16:36:11
Irpan Sopian,1,"BANK ribet, baru daftar terus ganti kartu grgr paketan abis, pas login malah ke logout suruh masukin 16 nomor kartu, baru selesai daftar gimana cara liat nya kalo langsung logout dari apk, malah chat cs ga di kasih jawaban, parah bank nya mengecewakan, untung belum transaksi di bank ini",2023-03-21 16:23:11
Peracik Movie,1,Gak usah update pake acara verification muka kalo sistem nya aja eroro begini .. fail terus verification .. mau update ya maksimalin dulu ..jangan bikin pelanggan bca jadi ribet karena update kalian kami tidak bisa login goblob,2023-03-21 16:19:48
Alex Bae,1,Sekarag rek saya sering ke colongan saldo.hilang.entah kemn.makin gk nyaman .histori di cek gk ada..transaksi.,2023-03-21 16:10:14
mhd husein ridhho,1,"HEY YOU UDAH BERAPA X KALIAN NGERUGIIN NASABAH, DULU PERTAMA TOP UP FLASH SALDO UDH KEPOTONG TAPI DI FLASH TIDAK BERTAMBAH. KEMUDIAN SELANG BEBERAPA WAKTU SALDO SAYA TIBA2 HILANG 40 RIBU ! BUKAN MASALAH NOMINAL YA TAPI SOAL KEPERCAYAAN !!! TERAKHIR SALDO ADMIN BULANAN KEPOTONG 19 RB YG BIASANYA CUMA 14 RB !!! HEY SEKALI LAGI INI BUKAN CUMA NOMINAL TAPI UDAH BERAPA BANYAK NASABAH YG KALIAN RUGIKAN SELAMA INI !!!!",2023-03-21 16:07:52
fitri yana,1,"Verifikasi wajah gagal terus, gimanaa ini?",2023-03-21 15:54:40
Rukmana Rinjani Yayan,5,Ok,2023-03-21 15:50:48
Erawati galuh,2,"Sudah bertahun2 pake mbangking BCA,tp baru kali ini dibikin kesel.setiap verifikasi selalu gagal. Bahkan pernah nlp CS nya disuruh mirip2kan muka sm yg kaya di KTP. Ampun deehhh",2023-03-21 15:35:02
Tatang Surnata,1,"Dulu enjoy sama aplikasi ini, pas ganti hp mau aktivasi lagi susahnya minta ampun, sms tdk trkirim terus, aneh. Ahirnya pake yg lain deh buat transfer2",2023-03-21 15:05:59
Srikandi Selly,1,Percuma habisnya kuota buat update kl akhirnya tetep 205,2023-03-21 15:00:58
Safarudin Daeng Bali Daeng Bali,5,Ok,2023-03-21 14:54:52
SN Setiyadi,4,"bca mobile saya sudah bisa kembali, walau berusaha verifikasi berkali-kali gagal terus akhirnya bisa juga.",2023-03-21 14:47:55
SITI NUR RAHMA RAHMA,1,Sangat kecewa... Ngabisin pulsa doang ga login2 huh payah,2023-03-21 14:26:05
Linna A,1,Kenapa gak bisa login setiap habis ngisi no kartu pasti apk selalu berhenti,2023-03-21 13:59:14
Hery Wibowo,1,"Setelah diinstal, minta kode verifikasi, padahal data dah betul, koneksi ok, mencoba berkali2 ternyata gagal terus, sampai beberapa hari, kecewa dengan bca mobil, makin hari makin jelek",2023-03-21 13:33:32
Achmad Cnvs,1,"Verifikasi foto sdh bs, masih juga berputar minta kode verikasi sms, ribet banget aplikasi ini, Contoh dong BRI , BNI, DANAMON , BANK MANDIRI, semakin kesini smakin ribet knp seh...yg pegang juga pemiliknya sendiri. .yg bikin apk ini dah merasa berguna / menyusahkn umat sih",2023-03-21 13:29:40
Mahmudin 965,2,Kenapa skarang m bca sulit di download ulang setelah verifikasi ulang gagal terus,2023-03-21 13:12:41
Fitri,5,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,2023-03-21 13:02:00
Nugroho Wicaksono,1,"Tiap ganti kartu suruh verifikasi ulang, padahal yang diganti bukan kartu yang buat mbanking. Bikin ribet",2023-03-21 12:37:24
Abdullah Mekkey,2,tidak support dihp asus zenfone 2 saat verifikasi foto,2023-03-21 12:35:34
Reni Novita,1,Suka bingung sama m banking bca sering banget verifikasi padahal udah lama banget pakek m banking bukanya malah efektif malah bikin ribet ngabisin pulsa juga kalo udah verifikasi berulang² bikin kesel aja.....,2023-03-21 12:16:03
Dani Daisuke,5,Mudah bertransaksi,2023-03-21 12:07:03
muntakap 08,1,gangguan mulu,2023-03-21 11:59:52
Teddy Zoddey,1,"Sebelumnya baik, tapi kok ujungnya kaya gini,, kendala lampu indikator merah terus, padahal kuota pul, akhirnya copot pemasangan instal ulang, setelah mau di ferivikasi loding terus signalnya gak mau konek😡",2023-03-21 11:54:46
Irvan zikria Ramadhan,1,Masaa tiap hari nya harus kena potongan Mulu sih hadeeh,2023-03-21 10:58:23
Andykadestrian1996 Dhika,1,"Sampe skrang blom msk"" Juga",2023-03-21 10:56:58
Arif Sefudin (Arif sefudin),4,Kenapa internet bangking BCA saya merah terus padahal sinyal bagus,2023-03-21 10:53:43
Ryan 04,5,Memudahkan transaksi,2023-03-21 10:26:16
Fendi Yanto,1,Sudah 24 jam lampu indikator merah terus .. sepertinya aplikasi ini sudah tidak sebaik dulu.. banyak problem .,2023-03-21 10:08:52
FARIKHIN FARIKHIN,1,Saya kirim dana pakai va kenapa tidak bisa ya didana tidak masuk sama sekali uang nya,2023-03-21 10:08:08
Ade,5,Apk yg sangat bagus dan sangat berguna.dan sangat membantu👍👍👍👍👍👍👍,2023-03-21 10:02:25
mia puspitasari,1,Tadinya suka sama aplikasi BCA mobile tp makin kesini makin susah buat transfer pake BCA virtual account ga bisa terus padahal lampu udah hijau tolong dong lebih di tingkatkan lagi aplikasinya biar ngga nyusahin orang. Makasih,2023-03-21 10:01:28
Egi Irsendi,5,virtual account ganguan kahh min?,2023-03-21 09:57:54
Music Premiere,1,"Banyak kali kendala, padahal signal full wifi tp susah dipake",2023-03-21 09:52:48
Arya Sugarda,3,"Alhamdulillah belum ada kendala, semoga fitur di bca keyboardnya ditambah minimal mempunyai papan klip:) tumben bgt tadi malam trouble padahal lagi butuh bgt va nya",2023-03-21 09:07:00
Hendy Irawan,5,OK,2023-03-21 09:05:40
Baihaqi. Spdishmhum Baihaqijok,5,Selamat dan sukses,2023-03-21 09:03:07
Aku Sengol,5,Proses mudah dan cepat,2023-03-21 08:31:30
iqbal amin,5,"sudah lancar, sy balikin lg bintangnya",2023-03-21 08:23:26
Galio Thatoko,1,"Udah 2 hari mau lakukan transaksi gak bsa"" Saya punya bca ini biar ringan isi saldo gojek sya pak ibu. Klo sya top up di toko seperti alfa atau konter kena admin 2rbu sampai 3 ibu. Mksd saya biar mudah malah di persulit. Mana uang sya nyangkut gak bsa di gunakan. Knpa makin buruk pelayanan nya",2023-03-21 07:57:50
100 game,5,Mantap,2023-03-21 07:50:42
Lidya Reni,5,"Bener ga sie tf sesama BCA kena 1 rupiah? Bukan mslh byr 1 rupiahny, setau w dlu tf k sesama BCA free, lah knp skrg malah byr biarpun cm 1 rupiah 🤔 Makin kesini makin aneh rules nya, bukanny dipertahankan kwalitasny malah terkesan down grade, gimana sih management jgn ngadi2 dehhh yaa 😏 NB : The best BCA, bintang 5 deh👍👍👍 Tks infony 🙏 Nah ini baru info akurat, bkn kaleng2 kbr burung sebelah🤭",2023-03-21 07:50:20
karman tb,5,Bagus,2023-03-21 07:46:35
Neta Martina,1,"Aplikasi bego masa prifasi gua gagal mulu GX kaya dulu semakin ke sini semakin susah BCA segala ada privasi wajah sama KTP pulsa mah abis 20rbu GX bisa"" udah GX jelas BCA",2023-03-21 07:42:05
wahyu kurnia,1,"BCA sekarang banyak potongan setor 100rb tau tau sisa saldo udah 60,,,,yg 40rb kemana tanya di wa jawabannya engak pasti......dan knp suka tiba tiba minta verivikasi ulang",2023-03-21 07:34:04
Christopher P K,5,Bagus,2023-03-21 07:06:34
Edwin Dwi,1,"Makin hari makin banyak trouble, beli pulsa via e-comm sering trouble, saldo kepotong, pulsanya gak masuk, bayar tiket kereta saldo terpotong tiketnya gak ke booking aneh",2023-03-21 07:03:06
Masinah Masinah,2,Meneruskan ulasan saya sebelumnya pada waktu registrasi no rekening saya 10 digit tapi pada saat saya mau cek saldo lewat hp mbca yg muncul di layar masukkan 16 digit no rekening anda dan saya tidak bisa memasukkan kode acces atau passw mohon keterangannya,2023-03-21 07:01:25
Marisca Irgi,1,"BCA tumben banget error. Uang saya tertahan ga msuk"" Di BCA dari Shopee. Tolong diperbaiki jangan buat kecewa. Kerjanya jd g beres gara"" Ini",2023-03-21 06:43:05
Wahyu AminTauqid87,1,Aplikasi keseringan error... Tolong diperbaiki sistemnya biar nasabah ga merasa dirugikan. Txs,2023-03-21 05:21:39
ibrahim maliki,4,"Mhn utk di tinkatkan lagi. Agar bisa cek rekening koran. Paling tidak bisa cek uang uang masuk dan kluar, trimakasih.",2023-03-21 04:32:13
Moh Andy Purwanto,3,"Gara mbangking ke logout ,login ulang harus pakai ktp dan bolak balik bank BCA ..data sudah benar tetap saja gagal .login bca serasa daftar pinjol",2023-03-21 03:14:39
Agung cahyadi,1,makin busuk verifkasi udah 10x gak bisa nunggu abis pulsa 100rb baru bisa apa gmna,2023-03-21 02:47:45
Montir Sungkono,5,Sangat baik,2023-03-21 01:39:05
Saipul Anwar,5,BCA mobile mantap!!!,2023-03-21 00:31:03
Suhaile Lie,1,Verifikasi muka udh 2 jam ga bisa bisa makin sampah. Mending ke bank lain,2023-03-21 00:18:28
Nina Nurlina,1,"Perbaiki dong, Liat inbox kosong terus",2023-03-20 23:43:42
Soni Yudha Hermawan,5,Sangat lengkap dan mudah,2023-03-20 23:43:10
Iday Sangtitisan,1,Verifikasi data gagal trus,2023-03-20 22:56:05
Smi Skz,1,Kenapa imbanking saya lampu nya merah terus.,2023-03-20 22:55:11
Eka dwhandayani,5,Bgs,2023-03-20 22:38:25
Bagus Indra,5,Sangat membantu untuk transaksi apapun,2023-03-20 22:31:38
suhartarto alan,1,tidak bisa login dan tidak ada pemberitahuan klo sedang gangguan dan juga saya tidak bisa bayar pulsa di online shop,2023-03-20 22:25:01
Muhammad Aldy Aziz,1,"Kenapa selalu ada biaya admin yang berlebihan si, padahal biaya admin kemarin baru dipotong sekarang ada lagi potongan tanpa penjelasan apapun lagi. Tolong lah konfirmasinya biar banyak pengguna tau",2023-03-20 22:22:08
Fika aR,3,Ini saya topup ke DANA dari mutasi udah berhasil kok ga ada masuk ke dana nya ?,2023-03-20 22:10:25
Saputra Jbi,5,B bagus C cerdas A amanah,2023-03-20 21:59:16
Asep Sopyan,5,Good,2023-03-20 21:59:10
Alan Saputra,5,"BCA Selalu Memuaskan, Bintang 10 Untuk Semua Pegawai BCA",2023-03-20 21:56:54
Joyhome Mobile,1,"Stlh update mkin gk jls, bikin repot, verifikasi mesti pkai wajah, tpi ggl terus, mau gak mau, hrs ke kntor cabang, ap2an ini, menyusahkan, zaman sdh canggih, tpi msh aj ngerepotin,",2023-03-20 21:55:50
Hendra Wijaya,1,BCA mobile makin lama makin tdk nyaman...kenpa slalu eror...Padahl sinyal nya ful...server di persulit terus..klok mau mau masuk.,2023-03-20 21:50:05
Stephanus Kurniawan Wiratama,5,"Fast Respond, nice BCA. I appreciate it. Semoga saya bisa bekerja di Bank BCA ini. Nama saya Stephanus Kurniawan Wiratama dan sangat sekali ingin berkontribusi bagi perusahaan yang super elegant.",2023-03-20 21:42:51
Bambang Pujianto,1,Sering error.. Sinyal MERAH padahal jaringan sangat bagus.. Sudah pakai wifi atau paket data masih juga gak bisa..,2023-03-20 21:38:12
anindita Tour,1,Tambah g jelas sekarang pakai fermuk .udh jelas muka sendiri ko twrdeteksi tidak sama bikin susah,2023-03-20 21:27:44
Boris Sandi,1,"Sangat lelet sekali,jelek,jelek,jelek jelek dan saaaaangggtaaaat jeleeeeekkk,sampai sekrang masih gangguan,apa ini bca",2023-03-20 21:19:20
Suha Suhati,1,Kirim kode verifikasi tidak bisa terus padahal sms yg lain masuk Sudah pake data atau wifi ttp aja ga bisa,2023-03-20 20:58:22
Rian Harisma,1,Kebanyakaan gangguan sekarang mah tolong di perbaiki lagi,2023-03-20 20:57:28
linda Soera,1,"Ganti hp instal ulang mau login aje susah banget, segala verifikasi muka kaga pernah bisa udh 2x ke blokir",2023-03-20 20:54:57
rossie urmi,1,"Mbaking sering eror, mana lgi urgent",2023-03-20 20:53:11
dewi teguh official,5,semoga semakin cepat,2023-03-20 20:45:36
MIM motovlog (Muhammad Ihsan Maulana),1,"makin lama kualitas makin buruk aja. sekarang transaksi sering gagal karena tiba"" loading dan tidak dapat di proses.",2023-03-20 20:43:13
2023 CS4,1,APLIKASI TOLOL RUSAK ERROR MULU,2023-03-20 20:42:21
Suardana Cl,5,Thanks m bca,2023-03-20 20:40:02
Ronny ardhe,5,Kok skrg bca semakin kesini aplikasi mbanking sering gangguan yaa. Jadi ga nyaman buat transaksi,2023-03-20 20:38:19
Candra sagita23,1,Awal nya aplikasi BCA mobile saya terhapus oleh anak saya. Dan sebelum terhapus saya baru ditransfer. Dan saya coba download kembali BCA mobile nya. Dan bisa terbuka. Tapi seperti baru lgi. Saldo saya tiba2 kosong. Bahkan mutasi dan inbok pun kosong. Saya sempat melaporkanke chat. Tapi lama ditanggapi nya .dan blm ditanggapi. Soal kejadian ini. Untuk kedepannya karena blm ad penjelasan saya jadi ngeri untuk nabung dan transaksi lgi di BCA,2023-03-20 20:36:29
Emetald,1,padahal udah pake hp baru.. masih aja gagal verifikasi ..,2023-03-20 20:35:01
ridwan moh winata,1,"Aplikasi bangst potongan 2minggu sekali 20 rebu sakit jiwa bener""mau meres",2023-03-20 20:23:19
Sefti Martini,1,Tumben lampu indikatornya merah terus. Sangat mengganggu,2023-03-20 20:20:52
Dinda Syaiffudin,1,"Saya top up virtual account dana 605.000 knpa blom masuk juga yahhh,, biasanya langsung masuk,, ini uang saya lari kemana",2023-03-20 20:14:44
anggi anggara,5,Mantap,2023-03-20 20:08:32
Deden Sonjaya,5,Bca Mobile mantap terus maju,2023-03-20 20:06:55
Yuyun Niati,2,"Kenapa skrg Mbca gangguan terus ya Akhir akhir ini susah log in Pas dh log in malah sistem terganggu Macam"" kendala nya 🥺",2023-03-20 20:03:08
oscar drumsproduct,1,BCA SEMAKIN KESINI SEMAKIN EROR. SIMCARD PADAHAL TERPASANG DAN TIDAK PERNAH BONGKAR2 TAPI SERING GAK BISA BUKA KENDALA SIM CARD TIDAK SESUAI.,2023-03-20 20:01:23
Fauzi,5,Good luck,2023-03-20 20:01:02
Angga Rahpras,1,"Gjls makin rusak,bikin orang buang2 pulsa...hadeuh lucu",2023-03-20 19:59:15
Supriadi Boy,5,Bagus banget sangat membantu,2023-03-20 19:49:26
Martanto Firmansyah,1,Makin parah mbanking BCA sekarang,2023-03-20 19:46:58
Feaa Kurniawan,1,Tidak sebagus yg dlu,2023-03-20 19:39:55
Rifqi Septiar,1,Apk suka eror ga jelas,2023-03-20 19:36:05
Alan pratama TUTORIAL,2,makin suka eror tolong perbaiki biar pengguna nyaman,2023-03-20 19:35:19
T U H F I,3,BCA kok jdi gajelas gini sih??,2023-03-20 19:34:10
Syin Syin,1,Maaf bintang satu dulu karena setelah di-update malah eror Mulu . Buat transfer susah gagal Mulu . Tolonglah segera dibenerin saat mengganggu aktivitas saya. Buat jual beli tf susah banget dr td.,2023-03-20 19:32:29
Mories Rina,1,kecewa gua sm mbanking skarang sllu brmadalah gangguan lampu indikator merah terus pdahal.sinyal kuat yg bnerlah jngn buat kcwa pngguna mbanking ...gua turunin jd bintang 1..aplikasi taiii,2023-03-20 19:32:11
Irpan Maulana,1,Uninstall 😴😴😴,2023-03-20 19:29:12
Iskandarmuda Iskandar,4,Sangat membantu,2023-03-20 19:27:39
Abdul Azis,5,Info nya boss kenapa lampu nya berwarn merah trs...padahal kuota internet msh ada,2023-03-20 19:26:14
Bams channel,1,Ribet nya mau log in gagal trs padahal sms premium terkirim pulsa bolak balik terpotong masih saja katanya koneksi internet terputus padahal jaringan bagus!!! Masih jauh sam livin ini mah aplikasi jaman purba,2023-03-20 19:25:15
tiven von eiznbern,5,Terbaik Mbank BCA,2023-03-20 19:23:10
andy Ml,1,Tolong di bantu dah soal saya ganti hp 1 nya lagi iniau di jual makanya pindahin bca saya ke hp 1 nya tetap aj gak bisa,2023-03-20 19:22:39
Rizal Arfial,2,Sering gangguan sekrang...,2023-03-20 19:22:39
Septian Adi Saputro,1,"Jelek , jaringan pdhl bgus tpi merah mulu",2023-03-20 19:19:07
Deden Nahdudin,1,"Tolong agar di percepat gangguan nya, banyak pengguna yg menggunakan pada situasi saat ini yg tidak bisa transaksi apapun . Gangguan terus setiap hujan sedikit saja .ribet buat apa2 juga",2023-03-20 19:18:37
gumilar ramdani,4,Kenapa dah mbca nya merah terus indikator bikin transaksi susah...,2023-03-20 19:16:11
Darmawan Iskandar,3,Sering banget error sekarang :(,2023-03-20 19:16:10
mumu boss_counter,3,Pa kenapa susah perivikasi padahal sudah betul,2023-03-20 19:12:36
Adelia Safitri,1,"transaksi sudah 2jam pending.. sekarang akses ke menu mutasi, transfer juga tidak bisa.. verivikasi ulang sampai 5kali lebih.. aneh saat ini",2023-03-20 19:12:19
Saud antonius,1,"Apalikasinya parah, gangguan aja sampai setengah jam. Kalau ga niat bikin aplikasi mendingan ga usah taiiii",2023-03-20 19:12:04
Al Fikri,1,"Mohon segera diperbaiki aplikasi ini, seringkali verifikasi ulang tapi setelah diverifikasi loadingnya lama sekali bahkan sampai verifikasi gagal sedangkan pulsa sudah tersedot banyak. Aplikasi rusak!!",2023-03-20 19:11:41
Rrm Tmvn,2,Tolong lah diperbarui lebih baik jangn ngga bisa transfer gini paling susah,2023-03-20 19:10:00
Natalia Yap,1,"Klo ud mulai jam sore menjelang mlm, susah bgt mau transaksi gak bisa""...parahhh, di perbaiki donk...",2023-03-20 19:08:31
Cut Alfianty,1,"Sinyal bagus, pake wifi juga tapi merah terus, mau tf dll jadi susah",2023-03-20 19:08:22
malkis t,1,"Bca gak guna bnget indikator merah trus sinyal udah bgus , untung saya punya livin mandiri terselamatkan, bca rajanya gangguan hadeuh",2023-03-20 19:06:27
Mamih Cici,1,Kecewa makin susah benerin mbanking sendiri verifikasi terus az di ulang beberapa kali pulsa sampe habis ttp az ga bisa gimana ini.,2023-03-20 19:05:37
Rama Ruhyana,1,Nyesel saya verifikasi ulang kartu. Ternyata susah sekali mau masuk nya lagi,2023-03-20 19:05:35
Ahmad Akbar,1,Indikator merah terus jaringan bagus pun,2023-03-20 19:05:24
Didi Rohendi,5,"Selamat malam,,, ko bca gangguan pak...",2023-03-20 19:04:54
Muh fahri Chussaeni,2,Di vidiocall ga ada yg jawab,2023-03-20 19:04:15
maria ulfah,3,"Tolong ,gangguan mulu mau transaksi nih",2023-03-20 19:02:23
Bagus Pamungkas,1,Makin lama makin lemot,2023-03-20 19:01:53
Taufik Kusman,5,BCA mobile kenapa ya ko gak bisa di akses??? Sudah 2 jam,2023-03-20 19:01:32
TonyPrasetyo,1,"Meraaahhh terusssss, tolonh di perbaikii ini sangat mengganggu !",2023-03-20 19:01:23
Jannah Mosleh,1,"BCA mobile skrg lemot susah dpt sinyal pdhl sudah 4g,dr tadi siang g bisa online merah terus",2023-03-20 19:01:22
Ari Aja,5,Mantap,2023-03-20 19:00:59
soni arianto,5,BCA mobile Oke..,2023-03-20 19:00:15
Ajis Saputra,1,BCA banyakan gangguan,2023-03-20 18:59:59
Achill Hendranata,2,Ini gimana sih mau transaksi kok lampu indikator biru terus padahal jaringan stabil,2023-03-20 18:59:28
Erik Saeful Sidik,5,Oke makin mudah untuk transaksi,2023-03-20 18:59:17
Oki Sutrisno,5,"TOLONG SETIAP SETOR TUNAI SINYAL LAMPU HIJAU LAMA, SAYA MOHON PERBAIKI JAGAN SAMPAI MNGCEWAKAN🙏",2023-03-20 18:58:24
La Ma,1,Tot gangguan terus,2023-03-20 18:58:04
atikah abas,2,Bca kenpa ya sekarang?mbanking gk biaa masuk2 verifikasi terus pdhal jaringan bagus bnget..tolong segera dong min sampe pulsa hbs berkli2..gk ada perbahan. Sudah complain lewat email belum ada tanggapan. Sdah tlp hallo bca app slalu sibuk..,2023-03-20 18:58:02
Hiu Dju luk,2,Kebanyakan ganguan jdi aktivitas tertunda,2023-03-20 18:57:46
PapSky ID,1,"Tiba Apk gak bisa di Gunakan, Uninstal & Instal Kembali, pas mau log in Gak bisa sampai 15X Coba Log in.",2023-03-20 18:57:28
088 - Syahran Gupita A. - SITH-S,1,Jelek bgt merah mulu,2023-03-20 18:57:26
fawariuza Ergi,1,Woy gangguan ini cepet perbaiki saya mau transfer,2023-03-20 18:57:01
Adam Maulana,1,"Makin kesini makin parah fitur BCA mobile, sering terjadi eror,gangguan apalah intinya membuat pengguna na biar berpaling pake app yang lebih bener lagi.",2023-03-20 18:56:56
FILM PENDEK,1,Pulsa udah habis 20k tetap aja gak bisa login apk busuk,2023-03-20 18:56:37
Indra Gunawan,2,Saya mau cek saldo di rekening saya tapi tidak bisa di karenakan indikator nya berwarna merah. Mohon pihak bca untuk memperbaiki indikator saya supaya saya bisa mengecek saldo bca saya. Terimakasih 🙏,2023-03-20 18:56:36
Adam Johnson,1,"kacau, setelah update, malah tdk bisa transfer, sudh hijau pas kirim berubah biru lagi.. kacauuuuuuuu.. lebih2 kalau pakai wifi, indikator gak hijau hijau.. biru terusss.. kacaauuuu",2023-03-20 18:56:35
Panca Wibowo,1,Gmn BCA mobile GK bsa msuk berapa kali isi pulsa.padahal jaringan bagus 4g malah pulsa beli abis trs beli LG kaga msuk masuk,2023-03-20 18:55:24
mancing yuk hayuk,1,Sering eror,2023-03-20 18:55:02
Yusuf Zarnujaryan,1,Bikin hidup makin susah,2023-03-20 18:54:02
Agus Tyo,1,Knp saya tdk bisa aktifasi,2023-03-20 18:53:15
REVALDI Reval,1,Aplikasih macam apa ini sinyal merah muluh,2023-03-20 18:53:00
Krysna Al Falatehan,1,"Ini kenapa merah mulu dah, udah transfer Go Pay tapi ga masuk² juga",2023-03-20 18:52:55
Pena Story,5,"Alhamdulillah sudah bisa hijau, meski karena jaringan. Tapi seharusnya ada solusi yang tepat dan baik lagi kedepannya untuk BCA. Terkhusus di M-Bankingnya ya. Oh iya sesuai komentar pengguna di bawah untuk jangan dikhususkan slot kartu di slot 1 ya atau ada solusi untuk ganti nomor , kalau ke bank kan harus ngantri. Kadang udah dapat nomor antrian tapi malah suruh besok aja padahal masih ada waktu. Terima kasih BCA.",2023-03-20 18:52:51
Febrian Wijianto,1,"Sinyal buat nonton Yt, VFb lancar2 aja. Lah ini mau narik saldo susah amat lampu notifikasi merah terus. GK ada kabar GK ada apa2 kasih tau pelanggannya kalo lagi error, ini mh gatau kenapa macet aja lampu notif meras terusssssss GK ada info dari BCA",2023-03-20 18:51:54
kanjut burut,5,Ok bagus,2023-03-20 18:51:51
Pirman syah,3,Eror 20/3/23,2023-03-20 18:51:47
Imah Jak,5,Mantap,2023-03-20 18:51:15
Ana Nurjanah,1,BCA LG kenapa tau mau TF aja susahnya minta ampun,2023-03-20 18:50:48
Rohman O Lie,1,Ofline dijam 18.00 20/03/2023 Sampe kapan penanganannya T41..,2023-03-20 18:50:03
Adnan Permana,5,Mantap...transaksi jadi mudah,2023-03-20 18:49:23
