username,content,sentiment,token,stem
a2_smart1, kenapa partai ini gak pernah bahas korupsi tppu di kemenkeu yg sedang viral miris banget nih partai isinya ahoker,Negatif,"['partai', 'gak', 'bahas', 'korupsi', 'tppu', 'kemenkeu', 'viral', 'miris', 'banget', 'partai', 'isinya', 'ahoker']","['partai', 'gak', 'bahas', 'korupsi', 'tppu', 'kemenkeu', 'viral', 'miris', 'banget', 'partai', 'isi', 'ahoker']"
xboripx, dibawah naungan kemenhub sepertinya dari asn yang dilatih khusus sama seperti timsus nya djbc kemenkeu,Positif,"['dibawah', 'naungan', 'kemenhub', 'asn', 'dilatih', 'khusus', 'timsus', 'nya', 'djbc', 'kemenkeu']","['bawah', 'naung', 'kemenhub', 'asn', 'latih', 'khusus', 'timsus', 'nya', 'djbc', 'kemenkeu']"
Indonesia_Anbu,asik bgt ngritik pemerintah akhir² ini mau yg di dpr kemenkeu si djp sama djbc apalagi ya polri gubernur bali dan jateng,Positif,"['asik', 'banget', 'ngritik', 'pemerintah', 'akhir²', 'dpr', 'kemenkeu', 'si', 'djp', 'djbc', 'iya', 'polri', 'gubernur', 'bali', 'jateng']","['asik', 'banget', 'ngritik', 'perintah', 'akhir', 'dpr', 'kemenkeu', 'si', 'djp', 'djbc', 'iya', 'polri', 'gubernur', 'bal', 'jateng']"
Ramli76872733, hanya t padahal kemenkeu punya lebih t seharusnya dpt fee t,Negatif,"['t', 'kemenkeu', 't', 'fee', 't']","['t', 'kemenkeu', 't', 'fee', 't']"
papi_Ngolo,banteng sama pssi lagi dirujak lagi sama netijen kemenkeu ditjen pajak kepolisian jangan berhenti yah gaes ,Positif,"['banteng', 'pssi', 'dirujak', 'netijen', 'kemenkeu', 'ditjen', 'pajak', 'kepolisian', 'berhenti', 'yah', 'gaes']","['banteng', 'pssi', 'rujak', 'netijen', 'kemenkeu', 'ditjen', 'pajak', 'polisi', 'henti', 'yah', 'gaes']"
MartinTheodore, trmasuk surat hutang bonds yg ditawarkan kemenkeu pasti ada jg alokasi untuk piala dunia dan jg piala dunia itu pemasukan devisa jg buat negara byk turis asing datang untuk nonton tp yasudahlah namanya jg negara konoha,Negatif,"['trmasuk', 'surat', 'hutang', 'bonds', 'ditawarkan', 'kemenkeu', 'alokasi', 'piala', 'dunia', 'piala', 'dunia', 'pemasukan', 'devisa', 'negara', 'turis', 'asing', 'nonton', 'yasudahlah', 'namanya', 'negara', 'konoha']","['trmasuk', 'surat', 'hutang', 'bonds', 'tawar', 'kemenkeu', 'alokasi', 'piala', 'dunia', 'piala', 'dunia', 'pasu', 'devisa', 'negara', 'turis', 'asing', 'nonton', 'yasudahlah', 'nama', 'negara', 'konoha']"
Rifat93181424, gaji pns dikurangi gaji pegawai kemenkeu apakah dikurangi juga,Positif,"['gaji', 'pns', 'dikurangi', 'gaji', 'pegawai', 'kemenkeu', 'dikurangi']","['gaji', 'pns', 'rang', 'gaji', 'pegawai', 'kemenkeu', 'rang']"
ilhamhasibuann, maksud nya data yg di papar ekse yaitu kemenkeu dan data menkopolhukam yg bersumber dari bin yg juga eksekutif itu yg di adu,Positif,"['maksud', 'nya', 'data', 'papar', 'ekse', 'kemenkeu', 'data', 'menkopolhukam', 'bersumber', 'bin', 'eksekutif', 'adu']","['maksud', 'nya', 'data', 'papar', 'ekse', 'kemenkeu', 'data', 'menkopolhukam', 'sumber', 'bin', 'eksekutif', 'adu']"
mulyasa66375764, tppu kalo udah indikasi harusnya oknum asn asn kemenkeu ditjenpajak dirumahkan dulu sampai penyidikan kepolisianppatkkpkbpk selesai menyelidiki,Positif,"['tppu', 'indikasi', 'oknum', 'asn', 'asn', 'kemenkeu', 'ditjenpajak', 'dirumahkan', 'penyidikan', 'kepolisianppatkkpkbpk', 'selesai', 'menyelidiki']","['tppu', 'indikasi', 'oknum', 'asn', 'asn', 'kemenkeu', 'ditjenpajak', 'rumah', 'sidi', 'kepolisianppatkkpkbpk', 'selesai', 'selidik']"
DjamilYunus, banyak tikus di kemenkeu,Negatif,"['tikus', 'kemenkeu']","['tikus', 'kemenkeu']"
Luthfisukmawan9, kemenkeu isinya manusia,Negatif,"['kemenkeu', 'isinya', 'manusia']","['kemenkeu', 'isi', 'manusia']"
AnwarJapraAnwar, sah kan pp prampasan aset para koruptor,Negatif,"['sah', 'pulang pergi', 'prampasan', 'aset', 'koruptor']","['sah', 'pulang pergi', 'prampasan', 'aset', 'koruptor']"
_haye_,sebelum orang rame sama buzzer saya yg dulu pertama bongkaran pendengung bakar hutan sejak awal posisi gw sama mereka ini benalu sekarang mulai dari bola kemenkeu sampai cuci uang mereka jadi instrumen negara diciptakan dan dipelihara hewan ternak ga cape ya,Negatif,"['orang', 'ramai', 'buzzer', 'bongkaran', 'pendengung', 'bakar', 'hutan', 'posisi', 'benalu', 'bola', 'kemenkeu', 'cuci', 'uang', 'instrumen', 'negara', 'diciptakan', 'dipelihara', 'hewan', 'ternak', 'ga', 'capek', 'iya']","['orang', 'ramai', 'buzzer', 'bongkar', 'dengung', 'bakar', 'hutan', 'posisi', 'benalu', 'bola', 'kemenkeu', 'cuci', 'uang', 'instrumen', 'negara', 'cipta', 'pelihara', 'hewan', 'ternak', 'ga', 'capek', 'iya']"
KurniadiDjap, perseteruan menkopolhukam vs dpr gak usah dianggap habis energi percuma yang ditunggu adalah menkopolhukam vs kemenkeu,Positif,"['perseteruan', 'menkopolhukam', 'vs', 'dpr', 'gak', 'dianggap', 'habis', 'energi', 'ditunggu', 'menkopolhukam', 'vs', 'kemenkeu']","['seteru', 'menkopolhukam', 'vs', 'dpr', 'gak', 'anggap', 'habis', 'energi', 'tunggu', 'menkopolhukam', 'vs', 'kemenkeu']"
mastantowi, geng rat di kemenkeu bermain cantik,Negatif,"['geng', 'rat', 'kemenkeu', 'bermain', 'cantik']","['geng', 'rat', 'kemenkeu', 'main', 'cantik']"
RAISYAELBIX1s, miskinkan serta hukum mati baru rakyat bahagia,Negatif,"['miskinkan', 'hukum', 'mati', 'rakyat', 'bahagia']","['miskin', 'hukum', 'mati', 'rakyat', 'bahagia']"
ahikusuma, anjing kemenkeu,Negatif,"['anjing', 'kemenkeu']","['anjing', 'kemenkeu']"
viewllain,klo gk baha teddy minahasa bahas kemenkeu,Negatif,"['gk', 'baha', 'teddy', 'minahasa', 'bahas', 'kemenkeu']","['gk', 'baha', 'teddy', 'minahasa', 'bahas', 'kemenkeu']"
a2_smart1, nah begitu om jangan seolah olah menjadi pelindung koruptor di kemenkeu,Positif,"['om', 'olah', 'pelindung', 'koruptor', 'kemenkeu']","['om', 'olah', 'lindung', 'koruptor', 'kemenkeu']"
burningred30, standar sederhana pegawai kemenkeu sama gak nih ,Positif,"['standar', 'sederhana', 'pegawai', 'kemenkeu', 'gak']","['standar', 'sederhana', 'pegawai', 'kemenkeu', 'gak']"
BimoTjontong, terus dulu pengawas internal kemenkeu dapat tukin gede kerjanya ngapain,Positif,"['pengawas', 'internal', 'kemenkeu', 'tukin', 'gede', 'kerjanya', 'sedang apa']","['awas', 'internal', 'kemenkeu', 'tukin', 'gede', 'kerja', 'sedang apa']"
Heru_Catur, mungkin ada hubungan dng partainya tentang uang yg berputar di kemenkeu,Positif,"['hubungan', 'dng', 'partainya', 'uang', 'berputar', 'kemenkeu']","['hubung', 'dng', 'partai', 'uang', 'putar', 'kemenkeu']"
JokoWib55555, seperti kata prof banyak data yang diungkapkan kemenkeu,Positif,"['prof', 'data', 'kemenkeu']","['prof', 'data', 'kemenkeu']"
RelawanNusanta1, s dan dukung terus perpu perampasan aset koruotor kalau ruu nya ga jadi jadi di sahkan,Positif,"['s', 'dukung', 'perpu', 'perampasan', 'aset', 'koruotor', 'ruu', 'nya', 'ga', 'sahkan']","['s', 'dukung', 'perpu', 'ampas', 'aset', 'koruotor', 'ruu', 'nya', 'ga', 'sahkan']"
Partono_ADjem, polisi masih ada yg baik klo pegawai kemenkeu msh ada yg sederhana ga,Positif,"['polisi', 'pegawai', 'kemenkeu', 'sederhana', 'ga']","['polisi', 'pegawai', 'kemenkeu', 'sederhana', 'ga']"
achmadfadhil__,indonesia hari ini gagalnya penyelenggaraan pildun u di indonesia ramenya mahfud md vs dpr vs kemenkeu bahas pptak,Positif,"['indonesia', 'gagalnya', 'penyelenggaraan', 'pildun', 'indonesia', 'ramenya', 'mahfud', 'md', 'vs', 'dpr', 'vs', 'kemenkeu', 'bahas', 'pptak']","['indonesia', 'gagal', 'selenggara', 'pildun', 'indonesia', 'ramenya', 'mahfud', 'md', 'vs', 'dpr', 'vs', 'kemenkeu', 'bahas', 'pptak']"
Mahardika_D_Raz, semalem pas rapat komisi sama pak mahfud semua data agregat dari kemenkeu aja didapet dengan sangat rahasia dari bin,Positif,"['semalem', 'pas', 'rapat', 'komisi', 'mahfud', 'data', 'agregat', 'kemenkeu', 'didapet', 'rahasia', 'bin']","['semalem', 'pas', 'rapat', 'komisi', 'mahfud', 'data', 'agregat', 'kemenkeu', 'didapet', 'rahasia', 'bin']"
arsenal_caniago, oknum pengemplang di kemenkeu kpn ditangkap,Negatif,"['oknum', 'pengemplang', 'kemenkeu', 'ditangkap']","['oknum', 'kemplang', 'kemenkeu', 'tangkap']"
_haye_,kan ajaib jelas banget di kasus ini yg menyampaikan informasi palsu ke dpr itu menkeu yang kelilingan teater air mata dan mobilisasi buzzer juga kemenkeu yang lalai dan sengaja membiarkan bandit meraja lela dengan segala kejanggalan juga menkeu yang diancam menko dan ppatk,Negatif,"['ajaib', 'banget', 'informasi', 'palsu', 'dpr', 'menkeu', 'kelilingan', 'teater', 'air', 'mata', 'mobilisasi', 'buzzer', 'kemenkeu', 'lalai', 'sengaja', 'membiarkan', 'bandit', 'meraja', 'lela', 'kejanggalan', 'menkeu', 'diancam', 'menko', 'ppatk']","['ajaib', 'banget', 'informasi', 'palsu', 'dpr', 'menkeu', 'keliling', 'teater', 'air', 'mata', 'mobilisasi', 'buzzer', 'kemenkeu', 'lalai', 'sengaja', 'biar', 'bandit', 'raja', 'lela', 'janggal', 'menkeu', 'ancam', 'menko', 'ppatk']"
JokoWib55555, bang saya salut cara anda memancing kemarahan prof sehingga prof langsung buka²data yg jelas menampar kemenkeu,Positif,"['bang', 'salut', 'memancing', 'kemarahan', 'prof', 'prof', 'langsung', 'buka²data', 'menampar', 'kemenkeu']","['bang', 'salut', 'pancing', 'marah', 'prof', 'prof', 'langsung', 'buka data', 'tampar', 'kemenkeu']"
_haye_,memang jadi bola liar kemana mana tapi yg mulai dengan pola ini sri mulyani sendiri sejak awal ada kasus hukum kok dia malah ke kick andy sembari bohong ke dpr sekarang kita jadi pengen tau berapa banyak dana ajaib yg ternyata dilewatkan program tax amnesty kemenkeu,Negatif,"['bola', 'liar', 'kemana', 'pola', 'sri', 'mulyani', 'hukum', 'kick', 'andy', 'sembari', 'bohong', 'dpr', 'pengen', 'dana', 'ajaib', 'dilewatkan', 'program', 'tax', 'amnesty', 'kemenkeu']","['bola', 'liar', 'mana', 'pola', 'sri', 'mulyani', 'hukum', 'kick', 'andy', 'sembari', 'bohong', 'dpr', 'ken', 'dana', 'ajaib', 'lewat', 'program', 'tax', 'amnesty', 'kemenkeu']"
dadiriadi1, hancurkan asn kemenkeu yang sama,Positif,"['hancurkan', 'asn', 'kemenkeu']","['hancur', 'asn', 'kemenkeu']"
SriHartonoKasra, pak presiden cukup sekarang fokus utk bongkar t di kemenkeu rakyat indonesia menunggu,Positif,"['presiden', 'fokus', 'bongkar', 't', 'kemenkeu', 'rakyat', 'indonesia', 'menunggu']","['presiden', 'fokus', 'bongkar', 't', 'kemenkeu', 'rakyat', 'indonesia', 'tunggu']"
pablo_wongjovo, betul bang mending pantengin kasus tsupport mahmud ungkap kasus money loundry di kemenkeu,Positif,"['bang', 'lebih baik', 'pantengin', 'tsupport', 'mahmud', 'money', 'loundry', 'kemenkeu']","['bang', 'lebih baik', 'pantengin', 'tsupport', 'mahmud', 'money', 'loundry', 'kemenkeu']"
SolitaireMawar, jd bnar klw rampok duit rkyt itu sumber nya di kemenkeu menkeu masak ga tau anak buah nya rampok smua bau busuk pasti ke buka,Negatif,"['bnar', 'rampok', 'duit', 'rkyt', 'sumber', 'nya', 'kemenkeu', 'menkeu', 'masak', 'ga', 'anak', 'buah', 'nya', 'rampok', 'smua', 'bau', 'busuk', 'buka']","['bnar', 'rampok', 'duit', 'rkyt', 'sumber', 'nya', 'kemenkeu', 'menkeu', 'masak', 'ga', 'anak', 'buah', 'nya', 'rampok', 'smua', 'bau', 'busuk', 'buka']"
wahyuyu06303801, copot bu sri dan adili karena banyaknya korupsi di kemenkeu,Negatif,"['copot', 'bu', 'sri', 'adili', 'banyaknya', 'korupsi', 'kemenkeu']","['copot', 'bu', 'sri', 'adil', 'banyak', 'korupsi', 'kemenkeu']"
Sekda_NewKelpCT, klo di kl pakai aplikasi gpp kemenkeu klo dari kasus ini sih jelas gak ada verifikasi otorisasi prosesnya melibatkan banyak pihak mulai dari staf yg bikin perhitungan diparaf atasan ttd ppk lalu diinput bndhr gaji lalu dibkin spp spm masa ga ada yg curiga liat daftarnya,Negatif,"['pakai', 'aplikasi', 'tidak apa-apa', 'kemenkeu', 'sih', 'gak', 'verifikasi', 'otorisasi', 'prosesnya', 'melibatkan', 'staf', 'bikin', 'perhitungan', 'diparaf', 'atasan', 'ttd', 'ppk', 'diinput', 'bndhr', 'gaji', 'dibkin', 'spp', 'spm', 'ga', 'curiga', 'lihat', 'daftarnya']","['pakai', 'aplikasi', 'tidak apa', 'kemenkeu', 'sih', 'gak', 'verifikasi', 'otorisasi', 'proses', 'libat', 'staf', 'bikin', 'hitung', 'paraf', 'atas', 'ttd', 'ppk', 'diinput', 'bndhr', 'gaji', 'dibkin', 'spp', 'spm', 'ga', 'curiga', 'lihat', 'daftar']"
BudianaIrmawan, baru bulan kemarin kemenkeu senang penerimaan pajak naik kok asn dibuat gak senang bu,Negatif,"['kemarin', 'kemenkeu', 'senang', 'penerimaan', 'pajak', 'asn', 'gak', 'senang', 'bu']","['kemarin', 'kemenkeu', 'senang', 'terima', 'pajak', 'asn', 'gak', 'senang', 'bu']"
esssaicies, sedih banget thr cuma setengah mutasi kemenkeu khususnya djp gimana caranya yaa,Positif,"['sedih', 'banget', 'thr', 'mutasi', 'kemenkeu', 'djp', 'yaa']","['sedih', 'banget', 'thr', 'mutasi', 'kemenkeu', 'djp', 'yaa']"
HobbyClasik, kalimat blunder satu sisi di bilang skandal tapi mendukung kemenkeu ini logikanya kemana arahnya,Negatif,"['kalimat', 'blunder', 'sisi', 'bilang', 'skandal', 'mendukung', 'kemenkeu', 'logikanya', 'kemana', 'arahnya']","['kalimat', 'blunder', 'sisi', 'bilang', 'skandal', 'dukung', 'kemenkeu', 'logika', 'mana', 'arah']"
Rizal1518640911, sdh lama sekali ppatk kirim surat ke kemenkeu ttp didiamkan saja masih saja dianggap anak buahnya yang salah ,Negatif,"['sdh', 'ppatk', 'kirim', 'surat', 'kemenkeu', 'ttp', 'didiamkan', 'dianggap', 'anak', 'buahnya', 'salah']","['sdh', 'ppatk', 'kirim', 'surat', 'kemenkeu', 'ttp', 'diam', 'anggap', 'anak', 'buah', 'salah']"
SiabanReinal, yg disampaikan pak md itu pencucian uang itu t yg melibatkan anak buah ibu sri tapi yg benar benar harta ini atas nama pejabat kemenkeu nya hanya t sesuai data ibu sri sisanya t dicuci disembunyikan atas nama orang lain diluar pejabat kemenkeu tsb,Positif,"['md', 'pencucian', 'uang', 't', 'melibatkan', 'anak', 'buah', 'sri', 'harta', 'nama', 'pejabat', 'kemenkeu', 'nya', 't', 'sesuai', 'data', 'sri', 'sisanya', 't', 'dicuci', 'disembunyikan', 'nama', 'orang', 'diluar', 'pejabat', 'kemenkeu', 'tsb']","['md', 'cuci', 'uang', 't', 'libat', 'anak', 'buah', 'sri', 'harta', 'nama', 'jabat', 'kemenkeu', 'nya', 't', 'sesuai', 'data', 'sri', 'sisa', 't', 'cuci', 'sembunyi', 'nama', 'orang', 'luar', 'jabat', 'kemenkeu', 'tsb']"
Khaerud37495435, rakyat bersamamu pa mahfud bongkar bobroknya kemenkeu,Positif,"['rakyat', 'bersamamu', 'pa', 'mahfud', 'bongkar', 'bobroknya', 'kemenkeu']","['rakyat', 'sama', 'pa', 'mahfud', 'bongkar', 'bobrok', 'kemenkeu']"
YasrizalJ57255, woi ngabalin org dah ribut masalah pildun u sama ant kemenkeu kau masih aja bahas masalah toa masjid,Negatif,"['woi', 'ngabalin', 'orang', 'deh', 'ribut', 'pildun', 'ant', 'kemenkeu', 'bahas', 'toa', 'masjid']","['woi', 'ngabalin', 'orang', 'deh', 'ribut', 'pildun', 'ant', 'kemenkeu', 'bahas', 'toa', 'masjid']"
JurnalAspirasi, sinyalemen rocky gerung parpol mungkin terlibat dalam skandal kemenkeu rp t parpol mana yg terlibat dilihat dari tak maunya pdip membuka pansus skandal ini kuat dugaanpatut diduga klo pdip terlibat dlm perkara ini terutama usut tuntas oleh kpk parno,Positif,"['sinyalemen', 'rocky', 'gerung', 'partai politik', 'terlibat', 'skandal', 'kemenkeu', 'rp', 't', 'partai politik', 'terlibat', 'maunya', 'pdip', 'membuka', 'panitia khusus', 'skandal', 'kuat', 'dugaanpatut', 'diduga', 'pdip', 'terlibat', 'dlm', 'perkara', 'usut', 'tuntas', 'kpk', 'parno']","['sinyalemen', 'rocky', 'gerung', 'partai politik', 'libat', 'skandal', 'kemenkeu', 'rp', 't', 'partai politik', 'libat', 'mau', 'pdip', 'buka', 'panitia khusus', 'skandal', 'kuat', 'dugaanpatut', 'duga', 'pdip', 'libat', 'dlm', 'perkara', 'usut', 'tuntas', 'kpk', 'parno']"
Milo13863896, kejadiannya di kemenkeu bpk suruh pula yg pumya otoritas menyelesaikannyaikan itu yg duluan busuk ya kepalanya,Negatif,"['kejadiannya', 'kemenkeu', 'suruh', 'pumya', 'otoritas', 'menyelesaikannyaikan', 'duluan', 'busuk', 'iya', 'kepalanya']","['jadi', 'kemenkeu', 'suruh', 'pumya', 'otoritas', 'menyelesaikannyaikan', 'duluan', 'busuk', 'iya', 'kepala']"
User_name1101, dia yang bongkar kocak kasus mereka secara kebetulan menarik perhatian publik pada kemenkeu itu saja tidak sampai ke agnes kemudian membongkar kebobrokan dirjen pajak pahlawan sekali kalau sampai segitunya ga usah lebay,Negatif,"['bongkar', 'kocak', 'menarik', 'perhatian', 'publik', 'kemenkeu', 'agnes', 'membongkar', 'kebobrokan', 'dirjen', 'pajak', 'pahlawan', 'segitunya', 'ga']","['bongkar', 'kocak', 'tarik', 'perhati', 'publik', 'kemenkeu', 'agnes', 'bongkar', 'bobrok', 'dirjen', 'pajak', 'pahlawan', 'segitunya', 'ga']"
sebulatbumi, dia pahlawan gara bocil dunia jd tahu busuknya djp dan kemenkeu,Positif,"['pahlawan', 'gara', 'bocil', 'dunia', 'busuknya', 'djp', 'kemenkeu']","['pahlawan', 'gara', 'bocil', 'dunia', 'busuk', 'djp', 'kemenkeu']"
Allunk1801, alasaannn taiiiigara kemenkeu maling semua kena,Negatif,"['alasaannn', 'taiiiigara', 'kemenkeu', 'maling', 'kena']","['alasaannn', 'taiiiigara', 'kemenkeu', 'maling', 'kena']"
desanta_g, siap menggantikan kursi kosong di kemenkeu ,Positif,"['menggantikan', 'kursi', 'kosong', 'kemenkeu']","['ganti', 'kursi', 'kosong', 'kemenkeu']"
MariaAlcaff, banjirkorupsimelandankri banjirkorupsimelandankri keterlibatan masif pegawai kemenkeu bea cukai lembaga lain amp peg non asn sila cek link berita,Positif,"['banjirkorupsimelandankri', 'banjirkorupsimelandankri', 'keterlibatan', 'masif', 'pegawai', 'kemenkeu', 'bea', 'cukai', 'lembaga', 'amp', 'peg', 'non', 'asn', 'sila', 'cek', 'link', 'berita']","['banjirkorupsimelandankri', 'banjirkorupsimelandankri', 'libat', 'masif', 'pegawai', 'kemenkeu', 'bea', 'cukai', 'lembaga', 'amp', 'peg', 'non', 'asn', 'sila', 'cek', 'link', 'berita']"
_haye_,kemenkeu belum buka suara perkara rdp kemarin ya,Positif,"['kemenkeu', 'buka', 'suara', 'perkara', 'rdp', 'kemarin', 'iya']","['kemenkeu', 'buka', 'suara', 'perkara', 'rdp', 'kemarin', 'iya']"
alumniatpu79, mau ngucapin tks buat mario dan rafael alun dari kalian lah semua jd beberes pamer harta dan kasus t terbongkar bgmn jajaran kemenkeu hidup bergelimang harta dr hasil kongkalikong negara dikeruk agar bangkrut sementara polisi dan tni di hutan papua mempertahankan nkri,Positif,"['ngucapin', 'terima kasih', 'mario', 'rafael', 'alun', 'beberes', 'pamer', 'harta', 't', 'terbongkar', 'jajaran', 'kemenkeu', 'hidup', 'bergelimang', 'harta', 'dr', 'hasil', 'kongkalikong', 'negara', 'dikeruk', 'bangkrut', 'polisi', 'tni', 'hutan', 'papua', 'mempertahankan', 'nkri']","['ngucapin', 'terima kasih', 'mario', 'rafael', 'alun', 'beberes', 'pamer', 'harta', 't', 'bongkar', 'jajar', 'kemenkeu', 'hidup', 'gelimang', 'harta', 'dr', 'hasil', 'kongkalikong', 'negara', 'keruk', 'bangkrut', 'polisi', 'tni', 'hutan', 'papua', 'tahan', 'nkri']"
DanielSagi1, lu yg peaa menkopolhukam itu ga ngurus urusan ibadah ya jls kasus kemenkeu lbh prioritas n vital saat ini masalah agama masuk ranah kementrian agama ato pemda yg bersangkutan dgn tkp sdm dipake dikit,Negatif,"['peaa', 'menkopolhukam', 'ga', 'mengurus', 'urusan', 'ibadah', 'iya', 'jls', 'kemenkeu', 'lbh', 'prioritas', 'vital', 'agama', 'masuk', 'ranah', 'kementrian', 'agama', 'pemerintah daerah', 'bersangkutan', 'tkp', 'sdm', 'dipake', 'dikit']","['peaa', 'menkopolhukam', 'ga', 'urus', 'urus', 'ibadah', 'iya', 'jls', 'kemenkeu', 'lbh', 'prioritas', 'vital', 'agama', 'masuk', 'ranah', 'tri', 'agama', 'perintah daerah', 'sangkut', 'tkp', 'sdm', 'dipake', 'dikit']"
auliamed, luar biasa korupsi di era jokowi ini dan pemerintah gagal dlm membina aparat penegak hukum serta birokrat di kemenkeu serta di hampir semua institusi rakyat betul kecewa rakyat susah tapi peg jokowi kaya raya contoh rafael yg harta nya m blm yg m dll,Positif,"['korupsi', 'era', 'jokowi', 'pemerintah', 'gagal', 'dlm', 'membina', 'aparat', 'penegak', 'hukum', 'birokrat', 'kemenkeu', 'institusi', 'rakyat', 'kecewa', 'rakyat', 'susah', 'peg', 'jokowi', 'kaya', 'raya', 'contoh', 'rafael', 'harta', 'nya', 'm', 'm', 'dan lain-lain']","['korupsi', 'era', 'jokowi', 'perintah', 'gagal', 'dlm', 'bina', 'aparat', 'tegak', 'hukum', 'birokrat', 'kemenkeu', 'institusi', 'rakyat', 'kecewa', 'rakyat', 'susah', 'peg', 'jokowi', 'kaya', 'raya', 'contoh', 'rafael', 'harta', 'nya', 'm', 'm', 'dan lain']"
Oblagmania, tolong lah rakyat kecil trofi aja masih di kenakan pajak ,Positif,"['tolong', 'rakyat', 'trofi', 'kenakan', 'pajak']","['tolong', 'rakyat', 'trofi', 'kena', 'pajak']"
irhabi88A, plediksi ikan cupang sih sbb jhony piring bikos next pilpres mpud bikos vs dpr erlangga bikos bukber sri asih bikos keep silent for kemenkeu cari aman dripada keatas ibu syantik bikos blm bikin konten cuci atw sujud buat pengalihan isyuuu angin bikos tsk kanjuruhan bikos,Negatif,"['plediksi', 'ikan', 'cupang', 'sih', 'sebagai berikut', 'jhony', 'piring', 'bikos', 'pilpres', 'mpud', 'bikos', 'vs', 'dpr', 'erlangga', 'bikos', 'bukber', 'sri', 'asih', 'bikos', 'keep', 'silent', 'for', 'kemenkeu', 'cari', 'aman', 'dripada', 'keatas', 'syantik', 'bikos', 'bikin', 'konten', 'cuci', 'atw', 'sujud', 'pengalihan', 'isyuuu', 'angin', 'bikos', 'tsk', 'kanjuruhan', 'bikos']","['plediksi', 'ikan', 'cupang', 'sih', 'bagai ikut', 'jhony', 'piring', 'bikos', 'pilpres', 'mpud', 'bikos', 'vs', 'dpr', 'erlangga', 'bikos', 'bukber', 'sri', 'asih', 'bikos', 'keep', 'silent', 'for', 'kemenkeu', 'cari', 'aman', 'dripada', 'atas', 'syantik', 'bikos', 'bikin', 'konten', 'cuci', 'atw', 'sujud', 'alih', 'isyuuu', 'angin', 'bikos', 'tsk', 'kanjuruhan', 'bikos']"
TrijayafmSby, diberikan tidak pakai surat tapi diserahkan oleh ketua ppatk langsung kepada kemenkeu yang diwakili oleh dirjen bea cukai irjen kemenkeu dan dua orang lainnya ini serahkan katanya,Positif,"['pakai', 'surat', 'diserahkan', 'ketua', 'ppatk', 'langsung', 'kemenkeu', 'diwakili', 'dirjen', 'bea', 'cukai', 'irjen', 'kemenkeu', 'orang', 'serahkan']","['pakai', 'surat', 'serah', 'ketua', 'ppatk', 'langsung', 'kemenkeu', 'wakil', 'dirjen', 'bea', 'cukai', 'irjen', 'kemenkeu', 'orang', 'serah']"
TrijayafmSby,selanjutnya mahfud md mengatakan bahwa laporan dana janggal tersebut langsung diberikan ppatk melalui dirjen bea cukai dan irjen kemenkeu dan dua orang lainnya,Positif,"['mahfud', 'md', 'laporan', 'dana', 'janggal', 'langsung', 'ppatk', 'dirjen', 'bea', 'cukai', 'irjen', 'kemenkeu', 'orang']","['mahfud', 'md', 'lapor', 'dana', 'janggal', 'langsung', 'ppatk', 'dirjen', 'bea', 'cukai', 'irjen', 'kemenkeu', 'orang']"
TrijayafmSby,dan kemenkeu di gedung dpr ri jakarta rabu setelah diselidiki kata mahfud direktorat bea cukai berdalih bahwa emas mentah tersebut telah dicetak di surabaya namun berdasarkan penelusuran pabrik tersebut tidak ada,Positif,"['kemenkeu', 'gedung', 'dpr', 'ri', 'jakarta', 'rabu', 'diselidiki', 'mahfud', 'direktorat', 'bea', 'cukai', 'berdalih', 'emas', 'mentah', 'dicetak', 'surabaya', 'berdasarkan', 'penelusuran', 'pabrik']","['kemenkeu', 'gedung', 'dpr', 'ri', 'jakarta', 'rabu', 'selidik', 'mahfud', 'direktorat', 'bea', 'cukai', 'dalih', 'emas', 'mentah', 'cetak', 'surabaya', 'dasar', 'telusur', 'pabrik']"
fmteguhs, kasus orangorang di kemenkeu sudah membuat kami muak ditambah manusiamanusia ini sokan nolak israel sekarang begitu kejadian indonesia gagal jadi tuan rumah bilangnya kecewabangsat emang orang ini,Negatif,"['orangorang', 'kemenkeu', 'muak', 'ditambah', 'manusiamanusia', 'sokan', 'nolak', 'israel', 'kejadian', 'indonesia', 'gagal', 'tuan', 'rumah', 'bilangnya', 'kecewabangsat', 'emang', 'orang']","['orangorang', 'kemenkeu', 'muak', 'tambah', 'manusiamanusia', 'sok', 'nolak', 'israel', 'jadi', 'indonesia', 'gagal', 'tuan', 'rumah', 'bilang', 'kecewabangsat', 'emang', 'orang']"
adhi_ruben,yang gue pikir sekarang pak gak mau nyalon jadi presiden pak yakin banyak yang mendukung t johan budi palestina kemenkeu,Positif,"['pikir', 'gak', 'nyalon', 'presiden', 'mendukung', 't', 'johan', 'budi', 'palestina', 'kemenkeu']","['pikir', 'gak', 'nyalon', 'presiden', 'dukung', 't', 'johan', 'budi', 'palestina', 'kemenkeu']"
apocalypsoblitz, rafael alun punya komplotan di berbagai instansi bukan di kemenkeu doank dia tidak mungkin kerja sendirian usut tuntas ,Positif,"['rafael', 'alun', 'komplotan', 'instansi', 'kemenkeu', 'doank', 'kerja', 'usut', 'tuntas']","['rafael', 'alun', 'komplot', 'instansi', 'kemenkeu', 'doank', 'kerja', 'usut', 'tuntas']"
